,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,webcam,weight,price
298,Laptop MSI Gaming Vector GP77 13VG-043VN (Core i7 13700H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 17.3inch QHD/ Windows 11 Home/ Black/ Vỏ nhôm/ Balo),MSI,Intel,i7,16.0,64.0,nvidia,SSD,512,Windows 11,17.0,1,1.4,56990000 
299,Laptop LG Gram 2023 17ZD90R-G.AX73A5 (Core i7 1360P/ 16GB/ 256GB SSD/ Intel Iris Xe Graphics/ 17.0inch WQXGA/ NoOS/ Grey),LG,Intel,i7,16.0,32.0,intel,SSD,256,NoOS,17.0,1,1.4,42990000 
300,Laptop MSI Creator Z16P B12UGST-044VN (Core i7 12700H/ 32GB/ 2TB SSD/ Nvidia GeForce RTX 3070Ti 8GB DDR6/ 16.1inch QHD+ Touch screen/ Windows 11 Home/ Xám/ Vỏ nhôm/ Túi/ Chuột),MSI,Intel,i7,32.0,64.0,nvidia,SSD,2048,Windows 11,16.0,1,2.2,79990000 
301,Laptop MSI Creator Z17 A12UGS-051VN (Core i9 12900HK/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 3070Ti 8GB DDR6/ 17.0inch QHD+ Touch screen/ Windows 11 Home/ Xám/ Vỏ nhôm/ Túi/ Chuột),MSI,Intel,i9,32.0,64.0,nvidia,SSD,1024,Windows 11,17.0,1,2.49,85990000 
302,Laptop MSI Modern 14 C13M-458VN (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa),MSI,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,15990000 
303,Laptop MSI Modern 14 C13M-609VN (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),MSI,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,15990000 
304,Laptop MSI Modern 14 C13M-610VN (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Beige Rose/ Vỏ nhựa),MSI,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,15990000 
305,Laptop Asus Vivobook Pro 15 OLED K6502VU-MA089W (Core i5 13500H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch 2.8K/ Windows 11 Home/ Silver/ Vỏ nhôm),Asus,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,1.8,37990000 
306,Laptop Asus Gaming ROG Strix G16 G614JU-N3135W (Core i5-13450HX/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.0inch FHD/ Windows 11 Home/ Gun Metal/ Vỏ nhôm),Asus,Intel,i5,8.0,64.0,nvidia,SSD,512,Windows 11,16.0,1,2.5,39990000 
307,Laptop Asus Gaming ROG Strix SCAR 17 G733PZ-LL980W (Ryzen 9 7945HX/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4080 12GB GDDR6/ 17.3inch WQHD/ Windows 11 Home/ Gun Metal/ Vỏ nhôm/ Balo/ Chuột),Asus,AMD,Ryzen 9,32.0,64.0,nvidia,SSD,1024,Windows 11,17.0,1,3.0,89990000 
308,Laptop Asus Gaming ROG Flow X16 GV601VV-NL016W (Core i9-13900H/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.1inch QHD/ Windows 11 Home/ Black/ Vỏ nhôm/ Balo/ Pen),Asus,Intel,i9,16.0,64.0,nvidia,SSD,1024,Windows 11,16.0,1,2.2,65990000 
309,Laptop Asus Zenbook Pro 14 Duo UX8402ZE-M3074W (Core i9 12900HK/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 3050Ti 4Gb GDDR6/ 14.5inch 2.8K Touch/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i9,32.0,32.0,nvidia,SSD,1024,Windows 11,14.0,1,1.75,65990000 
310,Laptop Asus Vivobook Pro 14X OLED N7401ZE-M9028W (Core i7 12700H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050Ti 4Gb GDDR6/ 14.5inch 2.8K/ Windows 11 Home/ Silver/ Vỏ nhôm),Asus,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,14.0,1,1.65,37990000 
311,Laptop Asus Vivobook Pro 16X OLED N7600ZE-L2010W (Core i7 12700H/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 3050Ti 4Gb GDDR6/ 16.0inch 4K/ Windows 11 Home/ Silver/ Vỏ nhôm),Asus,Intel,i7,16.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,2.0,42990000 
312,Laptop Asus TUF Gaming A15 FA507NU-LP070W (Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 7,16.0,32.0,nvidia,SSD,1024,Windows 11,15.0,1,2.2,20990000 
313,Laptop Asus TUF Gaming A15 FA507NU-LP045W (Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 7,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
314,Laptop Asus TUF Gaming A15 FA507NU-LP105W (Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
315,Laptop Asus Zenbook Duo OLED UX8406MA-PZ142W (Ultra 9 185H/ 32GB/ 1TB/ Intel Arc Graphics/ 14.0inch 3K/ Windows 11 Home/ Xám),Asus,Ultra,9,32.0,32.0,intel,SSD,1024,Windows 11,14.0,1,1.4,59990000 
316,Laptop Asus Zenbook Duo OLED UX8406MA-PZ307W (Ultra 7 155H/ 16GB/ 512GB SSD/ Intel Arc Graphics/ 14.0inch 3K/ Windows 11 Home/ Xám),Asus,Ultra,7,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,49990000 
317,Laptop MSI Gaming Katana 15 B13VEK-1205VN (Core i5 13420H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa/ Balo),MSI,Intel,i5,8.0,64.0,nvidia,SSD,512,Windows 11,15.0,1,2.25,27490000 
318,Laptop Asus Gaming ROG Flow X13 GV302XU-MU223W (Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 13.4inch 2K+ Touch/ Windows 11 Home/ Black/ 2 Year),Asus,AMD,Ryzen 9,16.0,32.0,nvidia,SSD,1024,Windows 11,13.0,1,1.4,20990000 
319,Laptop Asus Vivobook 15X OLED M3504YA-L1268W (Ryzen 5 7530U/ 16GB/ 512GB SSD/ AMD Radeon Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,AMD,Ryzen 5,16.0,32.0,amd,SSD,512,Windows 11,14.0,1,1.4,20990000 
320,Laptop Asus Vivobook 14 X1402ZA-EK249W (Core i3 1220P/ 4GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),Asus,Intel,i3,4.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.5,20990000 
321,Laptop Asus TUF Gaming F15 FX506HF-HN017W (Core i5 11400H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 2050 4GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black),Asus,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.3,20990000 
322,Laptop Asus TUF Gaming F15 FX506HC-HN949W (Core i5 11400H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black),Asus,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
323,Laptop Asus Gaming ROG Zephyrus G14 GA402NJ-L4056W (Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 6Gb GDDR6/ 14.0inch Full HD+/ Windows 11 Home/ Xám/ Vỏ nhôm/ Túi),Asus,AMD,Ryzen 7,16.0,32.0,nvidia,SSD,512,Windows 11,14.0,1,1.72,20990000 
324,Laptop Asus TUF Gaming A15 FA507NU-LP140W (Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 5,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
325,Laptop Asus TUF Gaming A15 FA507NU-LP031W (Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 7,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
326,Laptop Asus TUF Gaming A15 FA507UV-LP090W (Ryzen 9 8945HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 9,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
327,Laptop Asus Gaming ROG Strix G16 G614JVR-N4141W (Core i9-14900HX/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.0inch 2.5K/ Windows 11 Home/ Xám/ Vỏ nhôm),Asus,Intel,i9,32.0,64.0,nvidia,SSD,512,Windows 11,16.0,1,2.5,20990000 
328,Laptop Asus TUF Gaming A15 FA507XI-LP420W (Ryzen 9 7940HS/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 9,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
329,Laptop Asus TUF Gaming F15 FX507VI-LP088W (Core i7 13620H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
330,Laptop Asus TUF Gaming F15 FX507VU-LP197W (Core i7 13620H/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,Intel,i7,32.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,20990000 
331,Laptop Asus Vivobook Go 15 E1504FA-NJ454W (Ryzen 5 7520U/ 16GB/ 512GB SSD/ AMD Radeon Graphics/ 15.6inch Full HD/ Windows 11 Home/ Bạc),Asus,AMD,Ryzen 5,16.0,32.0,amd,SSD,512,Windows 11,15.0,1,1.4,20990000 
332,Laptop Asus Zenbook 14 OLED UM3402YA-KM405W (Ryzen 5 7530U/ 16GB/ 512GB SSD/ AMD Radeon Graphics/ 14.0inch 2.8K/ Windows 11 Home/ Black/ Vỏ nhôm/ Chuột),Asus,AMD,Ryzen 5,16.0,32.0,amd,SSD,512,Windows 11,14.0,1,1.4,20990000 
333,Laptop HP Gaming Victus 16-r0227TX - 9Q978PA (Core i5 13500H/ 32GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.1inch FHD/ Windows 11 Home/ Black),HP,Intel,i5,32.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,20990000 
334,Laptop Asus ExpertBook B5 B5402CVA-KI0123W (Core i5 1340P/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,24590000 
335,Laptop Asus ExpertBook B5 B5402CVA-KI0229W (Core i7 1360P/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,28590000 
336,Laptop Asus ExpertBook B5 B5602CVA-L20164W (Core i5 1340P/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 16.0inch 4K/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,16.0,1,1.4,27490000 
337,Laptop Asus ExpertBook B9 OLED B9403CVA-KM0157X (Core i7 1355U vPro/ 16GB/ 1TB SSD/ Intel UHD Graphics/ 14.0inch 3K/ Windows 11 Pro/ Black/ Vỏ nhôm),Asus,Intel,i7,16.0,64.0,intel,SSD,1024,Windows 11,14.0,1,1.4,49990000 
338,Laptop Asus ExpertBook B9 OLED B9403CVA-KM0351X (Core i7 1355U vPro/ 32GB/ 1TB SSD/ Intel UHD Graphics/ 14.0inch 3K/ Windows 11 Pro/ Black/ Vỏ nhôm),Asus,Intel,i7,32.0,64.0,intel,SSD,1024,Windows 11,14.0,1,1.4,55990000 
339,Laptop Asus ExpertBook B1 B1502CVA-NJ0050W (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,15490000 
340,Laptop Asus ExpertBook B1 B1502CVA-NJ0101W (Core i3 1315U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,15.0,1,1.4,11990000 
341,Laptop Asus ExpertBook B1 B1502CVA-NJ0148W (Core i7 1355U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i7,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,18490000 
342,Laptop Asus ExpertBook B1 B1502CVA-NJ0149W (Core i3 1315U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i3,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,12490000 
343,Laptop Asus ExpertBook B1 B1502CVA-NJ0175W (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,16290000 
344,Laptop Asus ExpertBook B1 B1402CVA-NK0062W (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,15490000 
345,Laptop Asus ExpertBook B1 B1402CVA-NK0104W (Core i3 1315U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.4,11990000 
346,Laptop Asus ExpertBook B1 B1402CVA-NK0149W (Core i5 1335U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i5,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.4,14990000 
347,Laptop Asus ExpertBook B1 B1402CVA-NK0157W (Core i7 1355U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i7,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,18490000 
348,Laptop Asus ExpertBook B1 B1402CVA-NK0176W (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,16290000 
349,Laptop Asus ExpertBook B1 B1402CVA-NK0177W (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,19290000 
350,Laptop HP 14s ep0128TU 8U6L5PA 16GB (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.46,18990000 
351,Laptop Asus TUF Gaming FA507NU-LP131W (Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,30990000 
352,Laptop Asus TUF Gaming FA506NF-HN005W (Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 2050 4GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black),Asus,AMD,Ryzen 5,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.3,18990000 
353,Laptop Asus Vivobook 14 OLED A1405VA-KM257W (Core i5 13500H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch 2.8K/ Windows 11 Home/ Black/ Chuột),Asus,Intel,i5,16.0,24.0,intel,SSD,512,Windows 11,14.0,1,1.6,20990000 
354,Laptop Asus TUF Gaming A15 FA507NV-LP110W (Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,AMD,Ryzen 5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,30490000 
355,Laptop Asus Vivobook 15 X1504ZA-NJ517W (Core i5 1235U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver),Asus,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.0,1,1.4,16490000 
356,Laptop MSI Stealth 14 AI Studio A1VFG 050VN (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 14.0inch 2.8K/ Windows 11 Home/ Blue/ Chuột/Balo),MSI,Intel,Core,32.0,32.0,nvidia,SSD,1024,Windows 11,14.0,1,1.4,62990000 
357,Laptop MSI Gaming Cyborg 15 A13UC-861VN (Core i5 13420H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Balo),MSI,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,1.98,21990000 
358,Laptop MSI Gaming Cyborg 15 AI A1VE 053VN (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Balo),MSI,Intel,Core,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,1.98,20990000 
359,Laptop MSI Sword 16 HX B14VFKG 045VN (Core i7-14700HX/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.1inch QHD/ Windows 11 Home/ Gray/ Balo),MSI,Intel,i7,16.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,1.4,20990000 
360,Laptop HP EliteBook 640 G10 873G4PA (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch FHD TouchScreen/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.41,25990000 
361,Laptop HP EliteBook 640 G10 873H3PA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch FHD TouchScreen/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.41,29990000 
362,Laptop Asus Vivobook 16 X1605VA-MB105W (Core i5 1335U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.0inch FHD/ Windows 11 Home/ Silver),Asus,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,16.0,1,1.4,18190000 
363,Laptop HP EliteBook 640 G10 873G2PA (Core i5 1335U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.41,23490000 
364,Laptop Asus Vivobook 14 X1404ZA-NK386W (Core i3 1215U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Xanh),Asus,Intel,i3,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,11990000 
365,Laptop HP ProBook 440 G10 9H8U4PT (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.38,21490000 
366,Laptop HP 240 G9 9E5W1PT (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.5,13990000 
367,Laptop HP 240 G10 9H2D8PT (Core i3 1315U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.4,20990000 
368,Laptop HP 240 G9 9E5W3PT (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.5,17990000 
369,Laptop HP 240 G10 9H2E1PT (Core i5 1335U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),HP,Intel,i5,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.4,17990000 
370,Laptop Asus Gaming ROG Strix SCAR 16 G634JZR-NM009W (Core i9-14900HX/ 64GB/ 2TB SSD/ Nvidia GeForce RTX 4080 12GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Black/ Chuột/Balo),Asus,Intel,i9,64.0,32.0,nvidia,SSD,2048,Windows 11,16.0,1,1.4,110000000 
371,Laptop Asus Gaming ROG Strix SCAR 18 G834JYR-R6011W (Core i9-14900HX/ 64GB/ 2TB SSD/ Nvidia GeForce RTX 4090 16GB GDDR6/ 18.0inch WQXGA/ Windows 11 Home/ Black/ Chuột/Balo),Asus,Intel,i9,64.0,32.0,nvidia,SSD,2048,Windows 11,18.0,1,1.4,130000000 
372,Laptop Asus Gaming ROG Strix SCAR 18 G814JIR-N6007W (Core i9-14900HX/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 18.0inch WQXGA/ Windows 11 Home/ Black/ Balo),Asus,Intel,i9,32.0,32.0,nvidia,SSD,1024,Windows 11,18.0,1,1.4,70990000 
373,Laptop HP 15 fd0237TU 9Q972PA (Core i5 1334U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Bạc),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.69,17690000 
374,Laptop HP ProBook 450 G10 873D2PA (Core i7 1355U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i7,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.74,23590000 
375,Laptop HP Omen Gaming Omen Gaming 16-xf0070AX 8W945PA (Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 16.1inch QHD/ Windows 11 Home/ Black),HP,AMD,Ryzen 9,32.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,2.4,62890000 
376,Laptop HP Omen Gaming Omen Gaming 16-xf0071AX 8W946PA (Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.1inch QHD/ Windows 11 Home/ Black),HP,AMD,Ryzen 7,32.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,2.4,58890000 
377,Laptop HP ProBook 450 G9 6M0Y4PA (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch/ Windows 11 Home/ Silver),HP,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,15.0,1,1.74,17290000 
378,Laptop Asus Vivobook Pro M7600RE-L2044W (Ryzen 9 6900HX/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050Ti 4Gb GDDR6/ 16.0inch 4K/ Windows 11 Home/ Silver),Asus,AMD,Ryzen 9,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,38990000 
379,Laptop Asus Vivobook Slate OLED T3304GA-LQ021WS (Core i3 N300/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 13.3inch/ Windows 11 Home/ Black/ Bút Stylus),Asus,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,13.0,1,1.4,19990000 
380,Laptop MSI Gaming Bravo 15 B7ED-010VN (Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Radeon RX6550M 4GB DDR6/ 15.6inch Full HD/ Windows 11 Home/ Black),MSI,AMD,Ryzen 5,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.96,20990000 
381,Laptop HP 14s dq5121TU 8W355PA (Core i3 1215U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i3,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.46,20990000 
382,Laptop HP 14s ep0112TU 8C5L1PA (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.46,18990000 
383,Laptop HP 14s ep0110TU 8C5K9PA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.46,20990000 
384,Laptop HP Pavilion x360 14-ek1046TU 80R24PA (Core i3 1315U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch FHD TouchScreen/ Windows 11 Home/ Silver/ Vỏ nhôm/ Pen),HP,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.51,17290000 
